id,total_time,QL1_2_inc,QL1_2_loa,QL1_2_exp,QL2_3_inc,QL2_3_loa,QL2_3_exp,QL3_2_inc,QL3_2_loa,QL3_2_exp,QL3_3_inc,QL3_3_loa,QL3_3_exp,NW1_2_inc,NW1_2_loa,NW1_2_exp,QL2_5_inc,QL2_5_exp,NW2_3_inc,NW2_3_loa,NW2_3_exp,NW3_4_inc,NW3_4_loa,NW3_4_exp,CR1_1_inc,CR1_1_loa,CR1_1_exp,CR2_2_inc,CR2_2_loa,CR2_2_exp,engineer_id,QL2_5_loa
72,1737,0,16,The project will help restore the community and open up jobs and opportunities. Opening up jobs will increase the amount of population in the city which will increase the economy of the city and the cities growth. People coming to the city will require more infrastructure which is another job growth opportunity. ,0,11,"First what is needed is to assess the current transportation opportunities the community has. Next, think of alternate transportation that the community can use. If the population of the community is mostly walking and biking, then less parking spaces are needed. Less parking spaces will encourage people to not drive and to use alternate transportation to get to their destination. ",0,14,Restoring the community's infrastructure from old to new will make the community more appealing to outsiders. It will encourage people to come to the city and this will increase job opportunities and the overall growth of the economy. The new buildings should have popular companies that will provide job opportunities and enticing places for residents to go to. ,0,13,Improving public spaces and minimizes discharge of pollutants will restore the community. The work needed to improve the public spaces will increase job opportunities and enhance the economy. Minimizing pollutants will lead to an overall healthier community and will require less expenses on cleaning the current discharge of pollutants. ,0,18,"Restoring areas designated as wetlands, shorelines and waterbodies by providing natural buffer zones, vegetation and soil protection zones will restore the communities overall well being. It will improve the communities aesthetic approval and will be appealing to the community. It will then make the community more tasteful and people will want to move their and this will increase the economy. ",0,"",0,18,Preserving freshwater will increase the economy because there will be less money spent on resources to clean pollutants in the groundwater and surface. This will make a clean community and will overall increase the economy and appeal of the city and people will want to live there. Improving the overall health of the community is vital. ,0,19,"Maintaining and restoring the ecosystem functions of streams, wetlands, water bodies and riparian areas will increase the overall health and wellbeing of the community. This leads to a healthier community and a better looking community which will lead to economic growth by providing jobs and opportunities. ",0,25,Adding a wetland park will increase the ecosystem of the community. It will reduce the amount of greenhouse gases which will lead to more jobs by developing this increased ecosystem. Providing jobs will enhance the economy and restore the overall well being of the community. Less money will need to be spent on cleaning the environment. ,0,20,"Avoiding traps and vulnerabilities will create high, long term costs and risks for the affected community. This will restore the communities economy and well being. The end will justify the means. Excess, unnecessary money is used on current sluice gates and end caps for orficies that in the end is a harm on the communities economy. ",107,15
73,2217,0,16,"The project team created a new lively outdoor area filled with multiple public attractions (amphitheater, playground, etc.). The new landscape changed from an out of date park located next to a busy main street, to a development that ties the community together as one and will attract more people to the area, securing economic growth for the future. Before the project is turned into a reality, I suggest the project team meet with the public and make sure these additions are what the town wants presently and what they might want in the future to ensure they reach this credit. If this is done, this project should meet the ""Restorative"" level for this area.",0,4,"The development adds two alternative modes of transportation. The first addition is the widening of roads and sidewalks so that we would be able to add bike lanes in all available places. We suggest the team add a bus stop location between the development and main street to encourage public transit to the neighborhood. If this is done the team should easily be able to meet the ""Restorative"" ranking for this area.",0,11,"The project team not only tried to develop a community that tied in with the surrounding character of the neighborhood, specifically Main Street, but also added in feature such as the Viewing Mound so that all residents can appreciate the restoration. The open layout allows for the public to appreciate the whole development and its scenery from any place on site. To improve this rating to ""Restorative"" the team should try to restore buildings/features that may have been damaged during the tornado.",0,11,"The team completely redeveloped the old community park into a whole park. This area contains a large new sidewalk near the main road along, smaller sidewalks withing the park, and a small playground. The team also created an aesthetically pleasing development to tie into the main street area. To improve this section to a ""restorative"" rating, the team should show they have taken both temporary and permanent impacts of this development into consideration.",0,1,"Due to the size of the site, the team must make sure to make all wetlands and water of bodies have a 50 foot buffer. It will be hard to make this buffer any larger than 50 feet due to the site size restrictions so I do not see this site getting any rating higher than ""improved"".",0,"",0,18,"This credit is usually hard to fulfill but due to no known previous contamination it should not be that difficult to reach the ""restorative"" level of this credit. The team must be sure to use Green practices while developing the site and eliminate and potentially polluting substances, decide on smart locations for equipment, and monitor groundwater quality and quantity. Overall these practices will more expensive but will lead to a cleaner site.",0,3,"This development specifically said it would restore the stream onsite meaning it would only reach the ""improved"" rating for this area. If the development team plans to enhance other ecosystems it could get a higher rating for this area.",0,25,"This development contains features such as trees, wildlife habitat, and open grass lawns that after a comprehensive life-cycle carbon analysis will show it is a net carbon negative site. The site contains very little features that require a lot of electricity. In the long term the carbon the site takes in will counter the carbon created by onsite features and construction.",0,20,"The site does not pose any large threats for long-term costs or resource risks due to its overall recreational intent. The site needs very little resources to function so this will not be a problem. The largest economic threat would most likely be flooding caused by the retention pond and stream. Infrastructure cost should not be too expensive but the town must make a long term comprehensive plan to ensure the resilience of this development. If this is done the town should not have a problem reaching the ""restorative"" level of this area.",109,15
74,3256,0,16,"The project will restore the existing infrastructure to create opportunities for the community. In the beginning of the project, the owner and project team will assess what natural or built elements in the environment are worth restoring. This will improve job growth, productivity, and the overall attractiveness of the community. ",0,11,"The restoration of pathways, bike ways, rail, and all other modes of transportation. This will improve access to alternative modes of transportation and promote sustainability. It is important to plan the location and access points for all of these modes of transportation so everyone has access and benefits. ",0,14,"The restoration of the local character and natural landscaping. The project will not have a negative impact on the community view. The natural vegetation and landscape views of the local community should be restored to it's original state. The plans, drawings, and reports should identify specific elements important to the project and the community. ",0,13,"The project will have a study done to access the impact it has on the community. The restoration of existing parks and recreational areas is extremely important to the community. Examples of these could be hiking trails and athletic fields. This can include opening previously private space to the public, or restoring already public space. ",0,18,"Establishing a VSPZ with a 300 foot buffer. The project restores degraded buffer zones to their previous state. The project plans will show that the proposed site is not on or in a certain distance of a wetland, vernal pool, shoreline, water body, or other aquatic resource. The plan should also show the outline of the buffer zone. ",0,"",0,18,"The project restores the contaminated land to it's previously conditions. The restoration process could include examples such as removal of materials storage piles, rerouting of surface runoff, or restoring groundwater infiltration patterns. Documentation of the surface and groudwater quality will be provided. ",0,19,"Documentation for the streams, rivers, and lakes and how they are connected or proposed connections. Documentation for wetlands will also be provided. They all will be restored to previous, or improved, full functioning ecosystems that will benefit the community and promote sustainable water quality. ",0,25,The final project state is carbon negative. This means there is less carbon produced than there is consumed by the community. The project team will use a complete life-cycle assessment to evaluate the different aspects of the project. The use of carbon sinks and renewable energy systems will ensure the project is carbon negative. ,0,20,"A comprehensive and long-term assessment of the communities resiliency will be created by the project team, community, and stakeholders. Long-term risks will be assessed so that the project is sustainable. Using these assessments, the project team will make recommendations regarding the design criteria for future infrastructure. ",106,15
75,2069,0,16,"The team allowed for the wetlands to become an attraction. It created an area where people were attracted to and allowed for increased business and productivity. The community will continue to grow and attract more and more people. While conserving the wetlands, it has also allowed more people to live there. ",0,11,"There is enough sidewalks to encourage walking to near properties but while that is true, it does not seem to be close to public transit. The site also could have bike paths. It will encourage bikers to bike to work. Nonetheless, the main way will also be cars and otherwise motorized vehicles despite that. ",0,14,"The project team designed the project so that the natural character of the area was preserved and everything was almost built around it. In a sense, it highlighted the area, such as wetlands. It conserved that area and improved the areas around it. The businesses, homes, and other areas around get an improvement. ",0,13,The public space was very much improved so that the wetlands were created to be used. The sidewalks allow for the people to enjoy the area and the view much more easily. The public facilities around allow for a more comfortable experience. The area encourages and enhances the community in many different ways. ,0,14,The area protects the wetlands and surface waters but does not necessarily restore the area. The area is better used and highlighted but the area around cannot be restored because the area around is taken up by the different homes and building now take up the space. ,0,"",0,18,The runoff is majorly collected by the systems around. The created systems allow for groundwater contamination to stay at a minimum or be non-existent. The waters around the area will remain to be untouched. It not only keeps the contamination at a minimum but it prevent other systems that were there previously from contamination.,0,15,"The ecosystems are maintained in the process of creating this project. The community could now enjoy these new or restored features without having to go around or go out of their way to do so. But while the systems were restored, it does not state whether it will be able to encourage more restoration. ",0,25,"Not only does the new project encourage less pollution but one could probably say that there was a correlation between the project and reduced emissions. Less people would be driving around, more people walking, biking and enjoying this new project. The businesses around would also have to reduce emissions. ",0,20,"The project came with fail safes in case of different areas becoming vulnerable to risks and/or costs. The entire project was maintained so that the area could be used as safely as possible for the community and the people would built it. There should be no long term problems and even if there are, there are processes in places to keep the problems as minimal as possible. ",116,12
76,2166,0,2,Additional jobs were created by the development of the wetlands. The community is developed because of the impact that will be had on the quality of water down stream.,1,0,"Walking paths and biking trails would be woven throughout the park to give a well lit safe environment for recreation.  Removing some parking will encourage park attendees to talk alternative modes of transportation, rather than driving. Bike trails will also connect to the surrounding roads that have bike lanes. ",0,6,"Instead of the brownfield eyesore that is there now, the field will be replaced green landscape with rolling trails and many retention ponds.  Many trees will also be planted, which in addition will help with the storm water treatment.",0,3,The park will have open green space and a large series of walking and biking trails.  There will be a small children's playground and a gazebo with a barbecue pit nearby.  ,0,4,Wetlands were created for the purpose of storm water management. Grass and trails provide a fifty foot buffer of space between the wetlands and the perimeter. ,0,"",0,1,impermeable bedding prevents infiltration of storm water.  A main concern would be treating storm water before it moves down stream. ,0,3,Wildlife will be supported such as ducks and a wider variety of fauna.  Ponds will be used for recreational fishing.  ,0,4,Holds carbon dioxide within plants and provides fresher air for the recreational users and the community to enjoy,0,16,Reduce risk of drowning in wetlands by posting signs warning not to swim and putting a small fence around the water.  Bike trail will be paved to provide a safer surface for bike riders.  Water flow will specifically be designed to not have hydraulic jumps.,117,12
77,1224,0,16,"The project team will restore the downtown area, while also adding more community participation via the incorporation of local business. Additionally, the team will add a community center to ensure that the townspeople are involved in any events that are happening in the town. This will encourage their participation in everything from festivals to government processes. ",0,11,"Along Main Street, the project team will set up a transit center to encourage people to get into town via alternative modes of transportation, including buses and bike shares. Also, paths will be added to link residents to the main downtown area. Any parking downtown will be limited to street parking to discourage people from using their cars. ",0,14,"Because of the great amount of rebuild that is needed, the project team knows how important maintaining the character of the town is. Therefore, the team will consult with people who have been residents for decades to get advice as to the best way to redesign the city to be more resilient, while still feeling like the old town.",0,13,A multitude of parks will be constructed in the surrounding areas of Main Street to make the area more people friendly. This will encourage them to frequent the center of town more often as they will become social hubs for people to congregate. This will add to the community value of the town as well. ,0,18,"The project team preserved nearby wetlands; because of the marshy topography of the south, it is imperative that these habitats are kept in tact as they provide an innumerable amount of ecological services. These wetlands will be centers for environmental groups and will have educational facilities. ",0,"",0,18,"The project team will seek to minimize impervious areas. All pavement will be pervious pavers to encourage filtration of any runoff and will minimize erosion as well. This will minimize the amount of pollutants that infiltrate the ground water. Also, the wetlands will be lined with an impervious layer to minimize infiltration so the water can be successfully filtered. ",0,19,"The wetlands nearby were restored as it was important to the project team to keep this valuable natural resource on site. These wetlands help immensely with stormwater runoff, pollutant filtration so that local water bodies are not polluted, and biodiversity of the ecosystem that lives in the wetland. ",0,25,"A comprehensive life-cycle carbon analysis of the buildings of the town was performed by the project team. This will ensure that upon reconstruction, these buildings will have the minimum impact they can possible have on greenhouse gas emissions. This analysis will greatly improve the carbon footprint of the town. ",0,20,"The buildings will be constructed with high resiliency so they are prepared for any natural disasters in the future. Rather than building them with a business as usual mindset, the project team will maximize resilience and invest up front as to prevent much worse damages from natural disasters later on. ",119,15
78,837,0,2,"In order to meet this credit, the South LA Wetlands should provide a walk able park with options for food stands or things of that nature for the community residents.",0,1,Walking paths promote pedestrian walkability and the additional bike paths promote alternative forms of transportations. The reduced amount of parking also encourages citizens to take other forms of transportation reducing the emissions from vehicles while also promoting public transit at the same time.,0,14,"The project's landscaping promotes a green space for the public to enjoy along the walking and biking paths. Public landscaped space along with paths improves the local character of the community. Removing the dilapidated buildings gives the school, church, and homes a better view of the landscape of the park",0,3,The developed wetlands in the park improves the  stormwater retention in the area. The trails and boardwalks promote a walkable park to the community.,0,0,"",0,"",0,0,"",0,0,"",0,0,"",0,0,"",123,15
79,1777,0,2,"Including bike paths and open space for the community would improve the sustainable growth and development of the area. Making free space gives a lot of opportunity for growth as well. 
",0,2,Including the bike paths and walking paths gives superior alternative modes of transportation to people in the community. Providing a small parking lot also helps because it gives residents in the community a place to park their vehicles in order to transport their bikes to the bike paths provided. ,0,6,Improving the quality of the pond that is present on this plot can really help the views in this area. Having a landscape architect layout trees around the paths and the pond can significantly help give this area a natural look. ,0,13,Making this area into a public park really enhances the usefulness of this space to the public. Making bike and walking paths along with benches around the pond for people to sit and relax helps the quality of life for the people. Recreational activities such as fishing or playing recreational sports really helps improve this space. ,0,14,Making the water quality for the pond helps the fish and other organisms in this habitat stay healthy. The wetlands that are present on this site should be protected for construction equipment while the restorations take place. The Army Corps or Engineers have put in place policies to ensure the protection of these wetlands. ,0,"",0,9,"Making the water quality of the pond is not only important for the fish, but also is important in order to have a viable option for drinking water for the public if the community experienced a dry period in the whether.  ",0,9,Keeping the wetlands and pond water in good condition helps the health of the animals and environment. The stream that feeds the pond should be keep clean and free of obstructions so that organisms down stream are also  protected. ,0,4,Less vehicular traffic will be in this area. Most transportation will be with by foot or bicycle. This will cut down on emissions.  ,0,6,Thinking through the plans of this project and making sure not of the things put in place will harm the environment will help avoid traps and vulnerabilities later down the road. ,120,12
80,645,0,2,"In order to meet this credit, the South LA Wetlands should provide a walk able park with options for food stands or things of that nature for the community residents.",0,1,Walking paths promote pedestrian walkability and the additional bike paths promote alternative forms of transportations. The reduced amount of parking also encourages citizens to take other forms of transportation reducing the emissions from vehicles while also promoting public transit at the same time.,0,14,"The project's landscaping promotes a green space for the public to enjoy along the walking and biking paths. Public landscaped space along with paths improves the local character of the community. Removing the dilapidated buildings gives the school, church, and homes a better view of the landscape of the park",0,3,The developed wetlands in the park improves the  stormwater retention in the area. The trails and boardwalks promote a walkable park to the community.,0,0,"",0,"",0,0,"",0,0,"",0,0,"",0,0,"",123,15
81,1647,1,0,"The example does not mention anything about improving growth or sustainable development, just aesthetics.",0,11,By increasing the accessibility to non-motorized transportation this project helps promote alternative modes of transportation. By decreasing the available parking well below the estimated need the project helps funnel people's modes of transportation into not-driving.,0,14,This project directly restores the appearance of the area to what is was previously; something pleasing to look at. By removing less-than-appealing objects such as run down buildings and bare lot and replacing with trees and landscaped features as well as improving the homes the overall view and character of the lot was greatly improved.,0,11,This project identifies and implements some improvements to the space which benefits the appearance. It also provides a net benefit to the space by reducing the discharge of pollutants to the nearby waters. It is not restorative because no real restoration has been done here.,1,0,The level of buffer is not mentioned so it is hard to judge this category. Based upon the provided information it seems that by changing the land use designation to something more environmentally friendly the lot restores the lot to it's originally untouched features. No mention of a VSPZ also makes the rating of this category harder.,0,"",0,9,By improving the collection percentage of dry weather runoff this project should receive a superior rating. The prevention of infiltration to the former site and the prevention of water loss is beneficial to the project as a whole.,0,6,This project claims to only have improved two ecosystem functions: creation of a marsh habitat and diversion of stormwater runoff to be used as a resource for sustaining the new habitat.,0,13,The actual reduction of environmental impact and green house gas emissions is not quantified so an average rating should be used here. The project also positively changed the land use from industrial to open space which is better for the climate impact.,0,12,This project does avoid traps and vulnerabilities that could create long term costs and risks. It also helps reduce the consumption of source water by the park. The only mentioned resource that has been discussed is water so it should only receive a superior designation.,125,6
82,2429,0,16,"Meetings with the community will occur early in the process in order to make everyone happy will completing this project, especially the nearby area.  This park will provide a positive aesthetic experience, as well as improve quality of life with trees, playgrounds, recreational areas, and plenty of open space for everyone to use. ",0,11,Public transportation will be encouraged around the park by providing bus stops around the perimeter.  There will also be walking and biking paths throughout the park to be used.  The trails will be interconnected and will provide access to surrounding areas as well. ,0,11,"A project team will work with community members to make sure that the park accurately reflects who they are and what they stand for as a community.  The park will fit with local character and it will improve the community as whole, through use of landscaping, rec areas, aesthetics, and open space. ",0,11,"Recreational facilities such as basketball hoops, skateboard parks, and tennis courts will be provided for the community to use, free of charge. This will enhance the communities quality of life and will bring more value to the community and area itself. ",0,18,At least a 300 foot VSPZ buffer will be placed around all wetland areas and water bodies.  Restoration of degraded buffer zones will be restored to their natural state. Natural vegetation will be planted in these areas to keep the local habitat in tact as well.  A restoration plan will be put in place before construction begins. ,0,"",0,18,"Contamination will be prevented by using different types of Best Management Practices (BMPs).  Swales, retention ponds, and filtration areas will all be used to help quarantine contaminants and to filter them out of runoff before the runoff reaches existing surface water and ground water.  Previously contaminated land will be remedied as well. ",0,19,"Priority will be focused on maintaining and restoring the functions of ecosystem water systems. One the areas are restored, these areas will periodically be inspected to make sure they are up to our standards.  If they are not they will be repaired and improved immediately.  All streams and wetlands will function as if no construction occurred around them.",0,25,"This project will result in a net carbon negative output to the ecosystem.  Many trees and other vegetation will be planted in order to make this possible. Following construction, there will be little carbon emissions from this project, so achieving a carbon negative result should not be difficult for this project ",0,12,Meetings will the community and local government will occur early in the stages of design in order to mitigate risks for them.  Long term impacts will be carefully considered and we will listen to community input so that we are able to address any concerns that those in the area might have about the project. ,121,12
83,5269,0,16,"By redeveloping the Brownfield development and adding jobs and capacity to restore the community and achieve economic growth.  Using available infrastructure and building on the existing structures the community can grow while still feeling comfortable with the existing environment.  This could also attract new community members thus expanding the growth,.",0,11,Using bike racks and ramps in areas where there are immediate changes in elevation can promote a more environmentally friendly community.  By promoting alternate forms of transportation more person to person interaction can be achieved making a community feel closer. Having a close community can encourage growth.,0,14,Building with existing infrastructure can make the community feel more comfortable with the growth.  Asking the locals for input can also improve spirit of the community.  Local artwork can also bring the community together and make the community propagate their existing character without negative views. ,0,13,Planting trees and flora can enhance the beauty and encourage natural fauna growth.  This along with building larger parks can help improve the health of the community.  A healthy community can feel more connected and improve the social atmosphere of the community.  Recreation centers can also be a location for community members to come together.,0,18,Natural buffers that preserve the existing wetlands and water zones should not be infringed on.  Building around the existing water bodies and preserving the conditions of the environment is paramount.  If the bodies of water are not naturally protected then it is important to build structures to protect them.,0,"",0,18,Installing storm water management and protective measures to ensure that the fresh ground and surface water is protected should be a priority in the project development.  Incorporating the community into active measures to keep the fresh water clean would be a helpful measure as well.                 ,0,19,"Streams, wetlands, and other bodies of water can be used as recreation areas as well as ecosystems for other fauna.  Designing the development in a way that prevents damage to these bodies of water and involving the community in the preservation of the water sources can help maintain the existing ecosystem.",0,25,Examining the highest production of carbon gases and working to reduce them can improve climate quality and quality of life.  Reducing emissions and carbon gas during the development of the community is also important in maintaining the quality of the community and climate.  A green project can improve the life of the community.,0,20,Transparency and honesty with community members and stakeholders can reduce the risk of traps and vulnerabilities within the community development.  Long term assessment of the available resources can help with the maintenance and protection of the community.  Examining alternatives can also help reduce risk. ,118,15
84,2974,0,16,"This design in general would certainly help enhance the sustainable development growth of the area, as well as repurposing the old lot into a new recreation/gathering area. This is a main reason why this can be titled as Restorative however not the only reason why. Initial jobs from site work, community attractiveness and business welfare around the area as well as cultural and recreational capacity would also be included in factors of Restorative nature.",0,11,"Existent bike baths and trails that are underused, or dilapidated will be restored and redesigned for visibility and safety. In general, bike baths and other trails will run near constructed works and allow for ease of use for alternate transportation. Parking and bus stops will also be an addition to the area - consequently adding to the areas convenience and overall accessibility. ",0,6,The project team closely works with local officials and law enforcement to ensure all local to ensure compliance and general alignment of ideas. Project design shows identification of important landscape features and included guidelines for protecting these and other features.,0,13,"To say the very least, restoration efforts WILL be undertaken in this project. Design team will study impact of site on public space, as well as complete risk reports/analysis of the site onto the area. The localities satisfaction is also of high importance to the design team, as well as nicely portraying the total restoration efforts made in design. ",0,18,"Restorative efforts in the site area will effect these waterways. A buffer zone is to be used in these efforts for the restoration of a stream. Vegetation, as well as waterway protection are of critical importance to the engineer. A plan to restore these bodies of water will be set forth, as well as reports/analysis of waterways after the construction to ensure the restoration of the waterways. ",0,"",0,18,"Groundwater quality, leak prevention programs, soil study programs, and material storage design are all parts to the design that will ensure no contamination onsite. The design team has proposed land use controls, material storage design and use controls, as well as contamination prevention of waterways. ",0,19,"Documentation of waterways and surface water including general flow conditions and patterns are included. Additionally, information about water ecosystems and vegetation, sediment transport are included to analyze the impact of the site on these things and make sure the site does not negatively impact these precious items. Survey of ecosystem in detail and sediment movement will allow design to plan for the restoration in the area.",0,25,"This site in general, as tasked by the client, is design as a clean and sustainable community centre. Because of this fact, things like alternate transportation access, reduction of energy/use of renewable energy where possible, use of carbon sinks were part of the design. Addition of a carbon footprint report of the site is included to note the wellbeing of the area and identify the impact of the site.",0,20,"The project team worked closely with local officials to complete a long-term comprehensive plan or assessment of the site. Identity possible risks before design completion with localities and introduce methods to do away with possible traps. Document these and inform audience about how these are avoided in design in a nice, detailed manor. Detail is key here, things such as climate change in the future are even taken into account.",124,15
85,1990,0,5,"By transforming the maintenance yard into a landscaped open space for the community, the project team was able to create an attractive natural environment for the community. Furthermore, the open space can be used as a recreational facility to increase livability and productivity of the community. Finally, by issuing this task, jobs were made.",0,2,"By building walking and biking paths as well as bike lanes and large sidewalks adjacent to the property, the project team is encouraging alternative modes of transportation. Additionally, by limiting the amount of constructed parking spots to 67 instead of the recommended 170, people might be deterred to drive. However, this may also anger the community.   ",0,3,"The project team transformed the maintenance yard into a large open public space for the community. This action not only preserves views and local character but enhances them. Also, by demolishing dilapidated buildings, the views from the school, church, and surrounding homes will be improved significantly.  ",0,6,"By developing wetland and riparian habitat, trails, boardwalks, and educational and public use facilities, the project team has significantly enhanced the public space as well as taken steps to conserve the environment. Also, the team developed the site to minimize discharge of pollutants from urban run-off to receiving waters; another positive impact on public space.",0,14,"Because the densely populated urban community is surrounded by a wetland with riparian and emergent marsh habitat, the project team chose to elect to have the city change the land use designation from Light Industrial to Open Space. By doing so, the team can ensure that the continued use of the site will be as a wetland park, protecting, buffering, and enhancing the restored area. ",0,"",0,18,"By designing for 100% collection of dry weather runoff from the regional storm drain network, the team took steps to preserve freshwater resources for the community. Also, given that all wetland cells are lined with clay to prevent water loss via infiltration and infiltration from the former Brownfield site, the restored site will be adequately protected from contamination. ",0,3,"The project team designed a storm water system that would divert runoff from the adjacent 63"" storm drain and use it as a resource to sustain the constructed wetland and its natural habitat. By doing so, the project team has taken minor steps to maintain surface water functions of the restored site.",0,7,"By altering the land use designation of the site from Light Industrial to Open Space, the project team has taken steps to reduce greenhouse gas emissions. According to the EIR, the GHG emissions would be reduced following this action, however, no concrete evidence of reduction is known at this time. ",0,2,The project team used sluice gates and end caps for orifices and was able to break the wetland into three cells allowing them to work on the project independently. This reduced the risk of having to reconfigure the wetland in the event that the team considered converting one of the cells into a park or some other land use. ,126,3
86,1485,0,16,"Firstly, regarding sustainable growth and development, this park/redevelopment will offer incentive for more business to grow nearby. This offers more jobs and attracts consumers to the area. On top of that, the park is good for having nearby housing added because the park offers heightened livability. ",0,8,"The park is an opportunity to serve as a hot-spot for centralized business and meeting. Having a bus stop or nearby train station will only improve the traffic and use of the park and gives consumers incentive to use the newly designed park. With this comes opportunity for businesses to flourish with new customers arriving. If the park can be utilized as a central meeting location, it can reduce traffic through increased public transport usage. Additionally, the park will include parking, so it can aid in congestion on the road. ",0,6,"The park is an easy and cheap method to attract people to the area. It does not require anything out of the ordinary that would make the already existing community uncomfortable. The only thing that may occur is that certain events are held at the amphitheater venue, which may not coincide with everyone's beliefs in the community. But, the community will attract its own entertainment, so that should not be a problem.",0,13,"By taking a poor, old area and restoring it to something useful for the entire community, the park will certainly enhance public space. It offers many recreational opportunities, including the playground and amphitheater. Wildlife will flourish with the added retention pond, restored stream, and constructed wetland. ",0,18,"This park is a good example of helping business and local communities thrive, while also taking into account wildlife. There will be a constructed wetland, as well as restoring the stream. This allows the retention pond proposed to be built in the park a potential wildlife hub if maintained well enough.",0,"",0,14,"The retention pond and restored stream offers a strong opportunity to take pollutants that can travel and holding them within the park. But, the park will also undoubtedly bring in human traffic, so there will be waste and trash, which can also have a negative impact. ",0,19,"With the addition of a retention pond and measures to take care of surrounding bodies of water, the park is a good opportunity to rebuild ecosystem functions in the surrounding areas. The park is large enough to house enough traffic for people to visit and also for wildlife to thrive in the added water areas.",0,25,"The new park offers many low greenhouse gas emissions options for the community. The playground is a place for kids to play and the surrounding wildlife and greenery is an opportunity to reduce emissions. Overall, this project should be on the positive side of emissions by saving more than it produces. ",0,20,A park is a simple plan that does not require too much work/cost to complete. Offering simple things such as parking will attract consumers to the area. Wildlife will be able to thrive due to the attention to surrounding wetlands. The community will be able to benefit from the park and the wildlife as well. ,139,12
87,3116,0,2,"The Cordova, Al site has greatly enhanced the the community by developing a community space for all ages to gather. This improves the livability of the area.",0,11,There will be bike and walking paths throughout the entire site. Local public transit will add a bus stop within  a quarter mile of the park. Minimal street parking is available to encourage more people to walk or bike to the park. Having a park and encouraging walk able streets promotes a healthier lifestyle ,0,6,Local character is considered when working with is project. Several preexisting trees will be saved and incorporated into the design as well as any of the preexisting wetland area. The views of the park will be maintained and have a green/tree feel. ,0,13,The whole idea behind this project is too enhance the community by building a park. The park will have open space for people to gather and an area for kids to play. The park will have bike and walking paths for users. The team also has decided to keep and improve some of the preexisting wildlife habitats such as trees and wetlands.  ,0,4,The wetlands  will need to be improved. The stream will need some enhancements and a buffer will be added to protect the existing and future habitats. ,0,"",0,1,A groundwater and spill protection plan has been made and will be followed in the event of a contamination.,0,3,The stream has documentation on how it is connected and how it will be able to handle a 2 year flood event.  ,0,13,The team is working to reduce the carbon emission by 40%. The project has a good amount of open space for gathering and many trees and other vegetation around the open space. The project is encouraging more users to walk and bike there so there will be less gasses from cars.,0,2,The team has determined a plan that meets local code. The team came up with a list of things that might be affected in the event of climate change and how to fix those problem in a long-term low cost fashion. ,129,15
88,1440,0,16,"Because this site is brownfield and essentially an abandoned park, this aspect is getting completely rebooted. This site will be turned into a communal gathering location for residents living in and around the community. It will include bike trails, playgrounds, athletic fields, and other recreational infrastructure. ",0,11,This area will do a great job of interconnecting the surrounding areas with the available walking and biking paths. It encourages non-automobile transportation by giving patrons the more convenient option of using their facilities instead of taking their vehicle. ,0,14,"Because this site is identified as a brownfield site and extremely underused, the restorations being performed will presumably be well received by the community. It was somewhat considered to be an eyesore and demolishing all of the old and rotting equipment and buildings will give this site new life.",0,13,"Because this entire project is a park restoration, we expect to achieve the highest rating for this. The older playgrounds and community areas are getting completely revitalized. The existing water infrastructure is getting protected and aesthetically boosted to make it an actual feature other than an obstacle. ",0,18,"Protective buffer zones will be added to protect the existing wetlands and floodplain of the stream running through the site. The stream will be completely restored to eliminate any damage or erosion to the surrounding area and made into an aesthetic benefit of the new site. These buffer zones will not only ensure that, but add as a complimentary feature to the stream itself. ",0,"",0,18,"We plan to outfit this stream in a way that captures and preserves water effectively. A synthetic lining will be lined around the streams area to prevent chemicals such as phosphorous from entering the stream. This also prevents water loss to surrounding soil by saturation. Finally, this helps to capture and channel rainwater especially during heavy storms. ",0,19,"The wetlands, floodplain, and stream are all receiving new additions to ensure they function to the best of there potential. With the impermeable surfaces disallowing freshwater water from escaping and chemicals from entering, we have turned this water infrastructure into an actual feature of the community. ",0,25,"The only greenhouse gases that would remotely be produced would be from a central community center that may release exhaust. However, these emissions would be minimal to zero, and the park should actually be helping with the emissions rather than adding to it. With all of the existing forestry remaining and more being put in, we will be helping with the carbon footprint. ",0,20,"The only possible source of failure is likely the stream overflowing or causing erosion to the surround area. This is minimized by a foundation wall used to support the structure of the river. Furthermore, a dam system was out in place in order to control the flow of water through each section of the stream.",140,12
